hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
Hotel Paradise - New Delhi,"Paharganj, New Delhi (Chandni Chowk)","7,920","9,900",Good,7.0,48,Twin Room with Bath,2 single beds,,,No Metro,No prepayment needed – pay at the property,1 km from centre,396
Hotel Emblem Suites- Near Delhi Airport,"Mahipalpur, New Delhi","18,500","74,000",Very good,8.4,11,Superior Double Room,1 extra-large double bed,,Free parking,No Metro,No prepayment needed – pay at the property,13 km from centre,925
"The Vegas By De Pavilion, Delhi Airport","Mahipalpur, New Delhi","33,048","55,080",Review score,4.7,59,Deluxe Double Room,1 large double bed,,Free parking,No Metro,,13.2 km from centre,"1,652"
Hotel Sunstar Heritage,"Karol bagh, New Delhi","25,311","25,311",Very good,8.3,191,Standard Triple Room,"2 beds (1 double, 1 extra-large double)",,Free parking,No Metro,No prepayment needed – pay at the property,4 km from centre,"1,266"
HOTEL GREEN VEGAS,New Delhi,"14,038","35,095",Good,7.1,63,Superior Family Room,2 extra-large double beds,,Swimming pool,No Metro,Free cancellation,21.1 km from centre,702
Hotel Emporio - Near New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","11,967","23,935",Good,7.4,433,Comfort Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,Free cancellation,1.3 km from centre,598
Spot On Swagat Palace,"Karol bagh, New Delhi","5,254","8,340",Review score,3.3,45,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,3.3 km from centre,518
Hotel Arina Inn,"Chandni Chowk, New Delhi (Chandni Chowk)","18,497","33,630",Review score,4.0,40,Deluxe Triple Room,Multiple bed types,,,Metro access,Free cancellation,3 km from centre,925
Hotel Apple Villa - New Delhi,"Paharganj, New Delhi (Chandni Chowk)","14,914","22,945",Superb,9.0,137,Deluxe Triple Room,"2 beds (1 single, 1 double)",,,Metro access,,1.3 km from centre,746
The Leena International-Near Connaught Place & New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","52,199","52,199",Very good,8.5,211,Executive Triple Suite with Free Airport Pickup,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,1.6 km from centre,"9,396"
The Meriton,New Delhi,"158,000","158,000",Fabulous,8.7,8,Presidential Suite,Private suite • 2 bedrooms • 2 bathrooms • 88 m²4 extra-large double beds,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,9.9 km from centre,"28,440"
Hotel Sweet Home DX I Nearby New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","10,404","18,916",Good,7.7,118,Basic Triple Room,"2 beds (1 double, 1 sofa bed)",,,No Metro,Free cancellation,0.9 km from centre,520
Minimalist Poshtel & Suites,"Hauz Khas, New Delhi","39,000","50,000",Good,7.0,565,Quadruple Room with Balcony,2 bunk beds,,Bar,No Metro,,9.6 km from centre,"1,950"
Le ALFANSO BY AZAD RAM Main Road,"Paharganj, New Delhi (Chandni Chowk)","5,976","14,940",Review score,5.5,2,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1.5 km from centre,299
Super Hotel O Lotus,"Dwarka, New Delhi","6,749","10,713",Review score,6.3,9,Classic Triple Room,1 large double bed,,Free parking,Metro access,Free cancellation,16.8 km from centre,694
New PG International - Family Hotels,"Paharganj, New Delhi (Chandni Chowk)","7,497","14,994",Review score,6.6,14,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",,,No Metro,No prepayment needed – pay at the property,1.3 km from centre,375
Super Townhouse Rohini Sector 23,"Rohini, New Delhi","11,441","18,161",Review score,6.7,66,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,17 km from centre,577
Hotel De Clark Luxury Airport Hotel near Delhi IGI Airport T3 with Free WiFi & 24x7 Check-in,New Delhi,"19,195","23,994",Good,7.1,122,Deluxe Triple Room,"3 beds (2 singles, 1 futon)",,Free parking,No Metro,Free cancellation,15.1 km from centre,960
Townhouse Karol Bagh Formerly Hotel Unistar,"Karol bagh, New Delhi","20,692","32,844",Good,7.1,39,Classic Triple Room,1 large double bed,,Free parking,No Metro,Free cancellation,3.6 km from centre,"1,040"
Collection O Karol Bagh,"Karol bagh, New Delhi","15,564","24,705",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,3.6 km from centre,783
Hotel Smart Signature,"Aerocity, New Delhi (Aerocity)","13,064","21,773",Fabulous,8.8,204,Deluxe Triple Room,"2 beds (1 single, 1 double)",,Free parking,Metro access,Free cancellation,13.6 km from centre,653
Super Townhouse Jhilmil Metro Station Formerly Legacy Residency,New Delhi,"9,998","15,871",,0.0,0,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,11.4 km from centre,806
Hotel City Lite Near Delhi Airport,New Delhi,"11,339","37,796",Review score,5.0,62,Deluxe King Room,1 large double bed,Breakfast included,,No Metro,Free cancellation,14.8 km from centre,567
Super Hotel O Amazing Guest House,"West Delhi, New Delhi","6,404","10,166",Review score,2.5,13,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,9.8 km from centre,664
Grand Central Hotel,"Karol bagh, New Delhi","25,200","42,000",Review score,5.6,5,Deluxe Quadruple Room,2 extra-large double beds,,,Metro access,Free cancellation,3.5 km from centre,"1,260"
Hotel TEJ Plaza Near IGI Airport Delhi,"Chanakyapuri, New Delhi","10,582","26,455",Exceptional,10.0,5,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,6.5 km from centre,529
Hotel Jaipur Palace Near Red Fort,"Dariyaganj, New Delhi (Chandni Chowk)","16,078","22,969",Review score,6.3,24,Double Room,1 double bed,,,Metro access,Free cancellation,2 km from centre,804
Treebo Ace Luxe,"Greater Kailash 1, New Delhi","30,397","75,053",Review score,6.0,26,Premium Room with Balcony,1 extra-large double bed,Breakfast included,Free parking,No Metro,No prepayment needed – pay at the property,9.7 km from centre,"1,520"
Hotel O Unique Delhi Home Stay,New Delhi,"5,672","9,003",Review score,2.0,44,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,6.5 km from centre,704
Ashu Villa,New Delhi,"13,770","13,770",Good,7.0,6,Deluxe Quadruple Room,2 large double beds,,Free parking,No Metro,No prepayment needed – pay at the property,7.7 km from centre,689
Hotel Luxery RR Inn - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","9,897","19,794",Review score,6.5,12,Deluxe Family Room,2 extra-large double beds,,,No Metro,Free cancellation,1 km from centre,495
FlexiBay-Girls Hostel North Delhi,"North Delhi, New Delhi","13,440","16,800",Exceptional,10.0,2,Deluxe Triple Room,3 single beds,,Free parking,No Metro,Free cancellation,9 km from centre,672
Hotel O Stay Happy,"Mahipalpur, New Delhi","4,956","7,867",Review score,1.0,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.7 km from centre,452
The Nuvon Residency CR Park,New Delhi,"49,000","70,000",Fabulous,8.6,34,Family Room,"2 beds (1 extra-large double, 1 large double)",,Free parking,No Metro,Free cancellation,10.8 km from centre,"8,820"
Hotel Ambience Plaza Near Delhi Airport,New Delhi,"12,177","13,530",Very good,8.2,45,Deluxe King Room,1 large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,609
Family Hotel Seven Seas New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","9,594","9,594",Review score,6.7,21,Deluxe Family Room,2 single beds,,,No Metro,Free cancellation,1 km from centre,480
Hotel Tela Plaza Near IGI Airport Delhi,"Chanakyapuri, New Delhi","10,750","26,875",Very good,8.1,19,Standard King Room,1 single bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,6.5 km from centre,538
Hotel O Royal Green,New Delhi,"5,170","8,206",Review score,3.8,80,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,8.5 km from centre,641
Collection O GGS Indraprastha University,New Delhi,"11,606","18,422",Good,7.7,39,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,8.2 km from centre,585
FabHotel F-Aloyd Lajpat Nagar,New Delhi,"22,758","43,765",Good,7.3,74,Deluxe Room,1 double bed,,,No Metro,,8.3 km from centre,"1,138"
Eleven Bed & Breakfast,New Delhi,"61,790","61,790",Fabulous,8.9,162,Standard Double Room,1 double bed,Breakfast included,,No Metro,,5.7 km from centre,"11,122"
"Hotel Le Heritage , Nizamudin Railway Station",New Delhi,"22,800","22,800",Review score,3.1,17,Deluxe Queen Room with Two Queen Beds,"2 beds (1 double, 1 large double)",,Free parking,No Metro,,6.4 km from centre,"1,140"
Super Hotel JP Palace,New Delhi,"17,595","27,929",Good,7.1,75,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,9 km from centre,"1,262"
Hotel O New Delhi Palam Railway Station,"South West, New Delhi","10,690","16,969",Good,7.7,10,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,14.1 km from centre,540
Hotel Sky Rich International -Near to Famous Karol Bagh Market & Metro Station,"Karol bagh, New Delhi","34,916","58,194",Good,7.6,156,Family Room,"2 beds (1 extra-large double, 1 sofa bed)",,Free parking,Metro access,Free cancellation,3.5 km from centre,"1,746"
Super Hotel O Star View Residency,"West Delhi, New Delhi","6,637","10,536",Review score,5.9,7,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,11.3 km from centre,561
Hotel O Royal Green,New Delhi,"6,649","10,554",Review score,2.5,7,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,7.8 km from centre,536
The Raj at New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)","11,871","19,147",Review score,6.4,336,Classic Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,1.5 km from centre,594
Hotel O Delhi-Near MCD parking Karol Bagh,"Karol bagh, New Delhi","21,780","21,780",Review score,5.4,16,Triple Room,"2 beds (1 double, 1 large double)",,Free parking,Metro access,Free cancellation,3.1 km from centre,"1,089"
Hotel O The Premium Villa,"Hauz Khas, New Delhi","9,964","15,816",Review score,5.6,103,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,9.5 km from centre,702
Collection O Mahipalpur Near Airport Formerly Jindal Palace,"Mahipalpur, New Delhi","9,233","14,656",Good,7.8,17,Classic Triple Room,1 large double bed,,Swimming pool,No Metro,Free cancellation,13.8 km from centre,469
Hotel Royal Palace - Near new delhi railway station By Windson Hospitality,"Paharganj, New Delhi (Chandni Chowk)","7,198","23,994",Exceptional,10.0,2,Deluxe Double Room,1 double bed,,Free parking,No Metro,Free cancellation,1.4 km from centre,360
Hotel O Subhash Nagar Metro Station Formerly Parampara,"West Delhi, New Delhi","7,607","12,074",Exceptional,10.0,1,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,12.9 km from centre,686
Anara Service Apartments - Greater Kailash Part II,New Delhi,"49,505","58,242",Very good,8.4,109,Two-Bedroom Apartment,"Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 180 m²3 beds (2 singles, 1 sofa bed)",,Free parking,Metro access,No prepayment needed – pay at the property,10.6 km from centre,0
Super Collection O Rohini Sector 21 Formerly Shelter Inn,"Rohini, New Delhi","9,766","15,502",Good,7.1,6,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,17.6 km from centre,692
Hotel Harsha International,"Paharganj, New Delhi (Chandni Chowk)","10,748","16,794",Review score,6.3,327,Triple Room,2 double beds,,Bar,No Metro,Free cancellation,1.4 km from centre,537
Hotel Classic Park At Airport,New Delhi,"7,142","10,988",Good,7.1,35,Superior Triple Room,"2 beds (1 single, 1 extra-large double)",Breakfast included,Free parking,Metro access,Free cancellation,16 km from centre,"2,071"
Hotel Delhi Empire Dx,"Paharganj, New Delhi (Chandni Chowk)","8,661","9,623",Review score,5.2,11,Family Room,"2 beds (1 double, 1 large double)",,,No Metro,,1.3 km from centre,433
Delhi - Hotel City Height - Delhi NCR ID not accepted,"Paharganj, New Delhi (Chandni Chowk)","23,009","38,998",Superb,9.3,8,Triple Room,"2 beds (1 single, 1 double)",,,No Metro,Free cancellation,1.6 km from centre,"1,150"
Hotel Kabir Palace Karol Bagh,"Karol bagh, New Delhi","24,835","24,835",Fabulous,8.8,197,Comfort Triple Room,"2 beds (1 single, 1 double)",,Hot tub/Jacuzzi,Metro access,Free cancellation,2.7 km from centre,"1,242"
Premium Villa,"South West, New Delhi","6,829","10,840",Review score,6.7,3,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.5 km from centre,647
Hotel O Heaven Stay,"North Delhi, New Delhi","8,530","13,539",Exceptional,10.0,1,Classic Triple Room,1 large double bed,,,Metro access,Free cancellation,7.2 km from centre,732
Super Hotel O Paharganj,"Paharganj, New Delhi (Chandni Chowk)","8,544","13,562",Review score,6.6,12,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,1.3 km from centre,435
"Hotel Nav Durga ""2 Walking from New Delhi Railway Station""","Paharganj, New Delhi (Chandni Chowk)","20,613","24,835",Good,7.1,16,Family Room,2 large double beds,,,No Metro,Free cancellation,1.6 km from centre,"1,031"
Hotel De Clark Residency 5 mins from IGI & Domestic Airport Delhi,"Mahipalpur, New Delhi","32,160","40,200",Good,7.6,29,Triple Room,"2 beds (1 single, 1 double)",,Free parking,No Metro,Free cancellation,13.8 km from centre,"1,608"
Hotel Marina A Family Hotel Near IGI Airport Delhi,"Aerocity, New Delhi (Aerocity)","8,285","23,670",Review score,6.7,18,Deluxe Double Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,6.5 km from centre,414
Hotel Asian Blue Near Delhi Airport,New Delhi,"11,339","37,796",Review score,4.6,14,Deluxe King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,567
Hotel O Sunrise Villa,"South Delhi, New Delhi","9,329","14,807",Review score,5.4,12,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,13.8 km from centre,823
Hotel Le sancy,"Karol bagh, New Delhi","11,394","11,394",,0.0,0,Double Room,"20 beds (15 doubles, 4 extra-large doubles, 1 large double)",,Free parking,Metro access,No prepayment needed – pay at the property,4 km from centre,570
Hotel City Park Near Delhi Airport,New Delhi,"15,548","19,435",Very good,8.1,42,Family Room,"3 beds (1 single, 2 extra-large doubles) • Free cot always available",Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,777
Hotel O The signature stay,"North Delhi, New Delhi","5,296","8,406",Review score,2.2,22,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,7 km from centre,571
FabHotel The Kailash Dev - Nr Adarsh Nagar Metro,"North Delhi, New Delhi","27,125","52,164",Very good,8.0,17,Superior Double Room,1 extra-large double bed,,Free parking,Metro access,No prepayment needed – pay at the property,10.7 km from centre,"1,356"
Super Townhouse Johri Enclave Metro Station Formerly Second Home,New Delhi,"8,260","13,111",Review score,6.9,12,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,10.7 km from centre,617
Collection O Collection O Paharganj Near Railway Station,"Paharganj, New Delhi (Chandni Chowk)","7,363","11,687",Review score,1.5,2,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,1.4 km from centre,373
Hotel Vandana - 5 mins away from New Delhi,"Paharganj, New Delhi (Chandni Chowk)","8,905","8,905",Review score,3.0,2,Triple Room,1 double bed,,Free parking,No Metro,No prepayment needed – pay at the property,1.4 km from centre,445
Hotel Maharani -New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)","11,400","24,000",Good,7.6,78,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",,Free parking,No Metro,Free cancellation,1.4 km from centre,570
"Hotel C Park, Karol Bagh, New Delhi","Karol bagh, New Delhi","28,310","28,310",Good,7.9,46,Superior Double Room,"2 beds (1 extra-large double, 1 sofa bed)",,Free parking,Metro access,Free cancellation,3.4 km from centre,"1,416"
Hotel Lime Pride Near IGI Airport Delhi,New Delhi,"8,902","25,435",Good,7.3,75,Superior King Room,1 extra-large double bed • Free cot always available,Breakfast included,Airport shuttle (free),No Metro,Free cancellation,14.8 km from centre,445
New Delhi Hotel Citizen,"Aerocity, New Delhi (Aerocity)","18,418","18,418",Review score,6.7,455,Deluxe Room,1 extra-large double bed,Breakfast included,Free parking,Metro access,No prepayment needed – pay at the property,13.8 km from centre,921
Collection O Agniv Residency Near Saket Metro,"South Delhi, New Delhi","5,235","8,310",Review score,2.3,39,Classic Triple Room,1 large double bed,,,No Metro,Free cancellation,14 km from centre,517
