hotel_name,location,price,original_price,ratings,score,reviews,rooms,beds,breakfast,transportation,metro_access,cancellation_policy,center_distance,tax_charges
"Hotel Aman Grand New Delhi # Mahipalpur # Restaurant, Lift, # Top Rated Property","Mahipalpur, Delhi",18900,18900,Good,7.4,33,Double Room,1 double bed,N/A,Free parking,No Metro,Free cancellation,15.8 km from centre,945
FlexiBay-Affordable Hostel in North Delhi,"North Delhi, Delhi",12420,12420,Review score,6.5,22,Deluxe Double Room,1 double bed,N/A,Free parking,No Metro,No prepayment needed – pay at the property,6.6 km from centre,621
Hotel Church House - Rohini I Near Metro I Spacious Rooms I Friendly Staff I Most Preferred Hotel In Rohini,"Rohini, Delhi",13975,41103,Very good,8.3,14,Family Room with Balcony,1 large double bed,N/A,Free parking,No Metro,Free cancellation,12.3 km from centre,699
Super Hotel O Fazalpur,"East Delhi, Delhi",15039,23871,Good,7.6,33,Standard Double Room,2 large double beds,N/A,N/A,Metro access,Free cancellation,7.9 km from centre,760
Super Hotel O Dream Palace,Delhi,10174,16149,Review score,5.0,3,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,18.8 km from centre,815
Super Hotel O BAL GOPAL,"North Delhi, Delhi",8996,18359,Review score,4.3,3,Classic Triple Room,1 large double bed,N/A,N/A,No Metro,Free cancellation,26.7 km from centre,654
The Royal Suites,"West Delhi, Delhi",81000,81000,N/A,0.0,0,Three-Bedroom Apartment with Balcony,"Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 26 m²3 beds (1 extra-large double, 2 large doubles)",N/A,Free parking,No Metro,N/A,10.4 km from centre,14580
Hotel Grand C & G at Central Delhi New Delhi,"Paharganj, Jāmb (Chandni Chowk)",11998,29994,Good,7.8,39,Triple Room with View,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,Free cancellation,N/A,600
Hotel Sona Dx Newly Built Near Connaught place & City Centre,"Paharganj, Jāmb (Chandni Chowk)",360000,360000,Exceptional,10,5,Queen Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,64800
Metro POD Hotel at New Delhi Metro & Railway Station,"Chandni Chowk, New Delhi (Chandni Chowk)",9648,14400,Very good,8.5,88,Bed in 10-Bed Mixed Dormitory Room,3 beds in dormitories3 bunk beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,482
The Delhi Dreams - A Luxury Hotel,"Paharganj, New Delhi (Chandni Chowk)",39000,78000,Exceptional,10,4,Executive Triple Room - Perfect for 3-4 Adults,"2 beds (1 single, 1 large double)",N/A,Hot tub/Jacuzzi,No Metro,Free cancellation,N/A,1950
Hotel Geet Deluxe at New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",25629,32036,Superb,9.0,22,Deluxe Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,1281
Novotel New Delhi City Centre,"Central Delhi, New Delhi",122200,122200,Very good,8.4,273,Standard Deluxe Twin Room,4 single beds,N/A,Swimming pool,No Metro,N/A,N/A,21996
The LaLiT New Delhi,New Delhi,243072,303840,Very good,8.0,"3,555","Executive Suite - 10% discount on Food & soft beverages, Laundry & Spa",Private suite1 extra-large double bed,Breakfast included,Swimming pool,Metro access,N/A,N/A,43753
Hotel The Royal Plaza,New Delhi,245000,245000,Review score,5.9,816,Royal Junior Suite - 15% Discount on Food & Soft Beverages,Private suite1 extra-large double bed,Breakfast included,Swimming pool,Metro access,N/A,N/A,44100
Saltstayz Autograph - Connaught Place,"Connaught Place, New Delhi",131839,223457,Good,7.8,353,Premium Room with Bathtub and City View,Private suite • 29 m²1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,23731
Zostel Delhi,"Paharganj, New Delhi (Chandni Chowk)",26058,26058,Very good,8.0,"1,233",Bed in 6-Bed Female Dormitory Room,Bed in dormitory • 20 m²1 bunk bed,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,1303
Hotel HRS - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",5190,5190,Review score,4.7,151,Double or Twin Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,1010
Hotel Bala Ji International New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",16766,25794,Fabulous,8.6,425,Deluxe Family Room,"3 beds (1 extra-large double, 2 bunk beds)",N/A,N/A,No Metro,Free cancellation,N/A,838
The Metropolitan Hotel & Spa New Delhi,New Delhi,128000,128000,Good,7.8,"1,349","Club Double or Twin Room with Breakfast and Dinner, 20% off on food & soft beverages",Beds: 1 double or 2 singles,Breakfast & dinner included,Swimming pool,Metro access,No prepayment needed – pay at the property,N/A,23040
Newly Built Gold The Royal With Rooftop Restaurant - 2Mins Walk From New Delhi Rail Station & 5Mins from Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",67088,111814,Fabulous,8.7,808,Executive Suite With Window,2 large double beds,N/A,Hot tub/Jacuzzi,No Metro,Free cancellation,N/A,3354
goSTOPS Delhi,"Central Delhi, New Delhi (Chandni Chowk)",18304,25074,Review score,6.6,279,Bed in 6 Bed Mixed AC Dormitory Room with Ensuite Bathroom,3 beds in dormitories3 bunk beds,N/A,N/A,Metro access,N/A,N/A,915
Hotel Prince Palace (The Green),"Paharganj, New Delhi (Chandni Chowk)",10400,10400,Review score,4.3,436,Budget Double Room,4 single beds,N/A,N/A,Metro access,Free cancellation,N/A,520
"The Imperial, New Delhi","Connaught Place, New Delhi",345548,345548,Exceptional,9.5,"1,696",Grand Heritage Room,1 extra-large double bed,Breakfast included,Swimming pool,Metro access,N/A,N/A,62199
HOTEL THE M M Continental- New Delhi RAILWAY STATION,"Paharganj, New Delhi (Chandni Chowk)",12935,12935,Review score,4.7,61,Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,772
Hotel Golden Oasis - 5 Minute Walk from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",19206,48016,Good,7.5,99,Deluxe Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,960
Smyle Inn - Best Budget Hotel near New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)",13954,17442,Very good,8.3,"1,904",Comfort Room,Beds: 1 double or 2 singles,N/A,N/A,No Metro,N/A,N/A,698
Himalaya Palace by SG Hospitality,"Paharganj, New Delhi (Chandni Chowk)",7949,15898,Exceptional,10,7,Family Room,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,Free cancellation,N/A,397
"The Hans, New Delhi",New Delhi,91310,91310,Review score,6.5,497,Deluxe Room,Beds: 1 double or 2 singles,Breakfast included,N/A,Metro access,N/A,N/A,16436
Gold The Prime Newly Built 2 Mins From Connaught Place and Railway Station,"Paharganj, New Delhi (Chandni Chowk)",42658,71096,Fabulous,8.6,376,Family Suite With Glass Enclosed Shower,Private suite1 extra-large double bed,Breakfast included,N/A,No Metro,Free cancellation,N/A,2133
Homestay at Kashmiri Gate Metro & Old Delhi Railway Station,"Central Delhi, New Delhi (Chandni Chowk)",11286,19800,Good,7.5,367,Bunk Bed in Mixed Dormitory Room,3 beds in dormitories3 bunk beds,N/A,Free parking,Metro access,Free cancellation,N/A,564
Brampurta inn Near New Delhi Railway Station and Rk Ashram Metro Station,"Paharganj, New Delhi (Chandni Chowk)",8460,8460,Review score,3.0,3,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,423
"THE SINGH EMPIRE, New Delhi City Centre","Paharganj, New Delhi (Chandni Chowk)",40563,96579,Very good,8.1,"2,211",Family Suite with Airport Pickup,2 extra-large double beds,N/A,Free parking,No Metro,Free cancellation,N/A,2028
Hotel Sehej Continental At Karol Bagh,"Karol bagh, New Delhi",29400,84000,Good,7.2,51,Deluxe King Room,2 large double beds,N/A,N/A,No Metro,Free cancellation,N/A,1470
Le Meridien New Delhi,New Delhi,431600,431600,Very good,8.3,"1,249",Executive Double or Twin Room,Beds: 1 double or 2 singles,N/A,Swimming pool,No Metro,No prepayment needed – pay at the property,N/A,77688
Hotel Namaste Hindustan Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",47600,68000,Fabulous,8.8,"2,106",Luxury Triple Room,"2 beds (1 single, 1 large double)",N/A,N/A,Metro access,Free cancellation,N/A,8568
"The Connaught, New Delhi- IHCL SeleQtions","Connaught Place, New Delhi",177896,177896,Fabulous,8.8,"2,497","Superior Room, King Bed, City View, 10% disc on food and soft beverage Happy hours (one plus one) from 17:30hrs to 19:30hrs  (except on 14th February)",2 extra-large double beds,N/A,Swimming pool,Metro access,N/A,N/A,32021
Hotel Tashkent Palace - Walk in from New Delhi Station & Metro Station,"Paharganj, New Delhi (Chandni Chowk)",10660,15228,Good,7.5,"1,404",Deluxe Triple Room,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,Free cancellation,N/A,533
FabHotel Marble Arch,"Karol bagh, New Delhi",21652,46068,Good,7.0,"1,239",Deluxe Room,2 double beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,1083
Hotel New King International- Free Airport Pick up,"Paharganj, New Delhi (Chandni Chowk)",28035,40050,Superb,9.1,69,Superior Double  Room with Free Airport pick up,Entire studio • 1 bathroom • 30 m²1 double bed,N/A,N/A,Metro access,N/A,N/A,1402
Hotel Ashoka international At Karol Bagh,"Karol bagh, New Delhi",73080,487200,Very good,8.3,27,Deluxe Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,3654
Aman International-A New Unit of Aman Continental,"Paharganj, New Delhi (Chandni Chowk)",37594,75188,Very good,8.5,106,Deluxe Double Room,2 extra-large double beds,N/A,Bar,No Metro,Free cancellation,N/A,1880
Hindustan By Backpackers Heaven - Traveller's Choice Award 2025 Best of Best Winning Hotel,"Paharganj, New Delhi (Chandni Chowk)",25764,25764,Very good,8.4,"1,857",Superior Triple Room,"2 beds (1 double, 1 bunk bed)",Breakfast included,N/A,Metro access,Free cancellation,N/A,1288
Bloomrooms @ New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",50400,50400,Good,7.8,871,Value Queen Room,2 double beds,N/A,N/A,No Metro,N/A,N/A,2520
Konnect Inn PØD Hotel-Near IGI Airport & Opposite NDLS,"Chandni Chowk, New Delhi (Chandni Chowk)",17157,24510,Very good,8.2,52,Japanese-Style Quadruple Room,2 double beds,N/A,N/A,Metro access,N/A,N/A,858
New Royal Hotel Just Near Old Delhi Railway Station And Chandni Chowk,"Chandni Chowk, New Delhi (Chandni Chowk)",18954,31590,Review score,5.0,10,Deluxe Double Room,2 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,948
Hotel Sapphire - Walking distance from New Delhi Railway Station & Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",13827,30726,Review score,6.2,157,Budget Double Room,2 single beds,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,691
Hotel SB Grand Inn - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",19192,42649,Good,7.8,"1,330",Bed in Male Dormitory Room,Bed in dormitory • 37 m²1 single bed,N/A,N/A,No Metro,N/A,N/A,960
Great Diplomat Hotel,"Paharganj, New Delhi (Chandni Chowk)",5557,5557,Review score,4.7,29,Triple Room,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,Free cancellation,N/A,278
The Gold Regency - 02 Mins from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",32364,47594,Very good,8.5,208,Family Room,"2 beds (1 single, 1 double)",N/A,Hot tub/Jacuzzi,No Metro,N/A,N/A,1618
Hotel Horizon By Shanti,"Paharganj, New Delhi (Chandni Chowk)",59160,78880,Fabulous,8.8,711,Deluxe Double Room,Choice of beds: double or singles,Breakfast included,Free parking,No Metro,Free cancellation,N/A,2958
Hotel City Height - 2 Min from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",23399,38998,Very good,8.2,19,Deluxe Triple Room,"2 beds (1 double, 1 sofa bed)",N/A,N/A,No Metro,Free cancellation,N/A,1170
asar CP Outer Circle by Orion Hotels,"Connaught Place, New Delhi",72142,110988,Good,7.6,40,Superior Double or Twin Room,1 extra-large double bed,N/A,N/A,Metro access,N/A,N/A,12986
"Hotel The Prime Balaji Deluxe, City Centre, With Free Airport Pickup","Paharganj, New Delhi (Chandni Chowk)",52328,65410,Very good,8.0,"1,755",Deluxe Double or Twin Room with Free Airport Pickup,Choice of beds: double or singles,Breakfast included,Airport shuttle (free),No Metro,N/A,N/A,2616
The Park New Delhi,"Connaught Place, New Delhi",179590,179590,Review score,6.5,"1,326",Luxury Room,2 large double beds,Breakfast included,Swimming pool,Metro access,N/A,N/A,32326
Empire Platinum Suites-Luxury Aparthotel Central Delhi,"Paharganj, New Delhi (Chandni Chowk)",136056,302346,Fabulous,8.6,299,Luxury studio apartment with kitchenette,"2 entire apartments • 2 bedrooms • 2 living rooms • 2 bathrooms • 2 kitchens6 beds (4 sofa beds, 2 large doubles)",Breakfast included,Free parking,No Metro,Free cancellation,N/A,24490
Hotel S & G Grand Plaza 300 Meter From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",10274,25684,Fabulous,8.7,34,Standard Double Room,2 single beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,514
The Shanti Plaza - Traveler's choice awarded 2025,"Paharganj, New Delhi (Chandni Chowk)",33040,47200,Very good,8.2,745,Executive Triple Room With Airport up,"2 beds (1 single, 1 large double)",N/A,Free parking,No Metro,Free cancellation,N/A,1652
Hotel Glow Inn Paharganj-3 Mins Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",13700,27400,Good,7.7,583,Deluxe Quadruple Room,2 double beds,N/A,N/A,No Metro,N/A,N/A,685
Hotel Pearl Plaza - In City Centre Connaught Place & Walk IN NDLS Station,"Paharganj, New Delhi (Chandni Chowk)",23852,23852,Fabulous,8.6,384,Superior Triple Room,"2 beds (1 single, 1 large double)",N/A,Free parking,Metro access,Free cancellation,N/A,1193
Hotel Imperial View 5 min from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",38550,55071,Very good,8.3,25,Deluxe Double Room,2 extra-large double beds,N/A,Free parking,Metro access,N/A,N/A,1927
Hotel Prem Deluxe 2 Min Walk From New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",32759,163796,Review score,5.7,59,Family Room with Bathroom,2 extra-large double beds,N/A,N/A,No Metro,Free cancellation,N/A,1638
Hotel Karlo Kastle - Paharganj - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",15076,23194,Very good,8.2,103,Deluxe Triple Room,"2 beds (1 single, 1 double)",N/A,N/A,Metro access,N/A,N/A,754
Hotel Yes Boss International- Awarded Best Hotel 2025 in Budget Category,"Paharganj, New Delhi (Chandni Chowk)",14851,21216,Very good,8.0,"1,345",Superior Triple Room,"2 beds (1 single, 1 extra-large double)",Breakfast included,N/A,No Metro,Free cancellation,N/A,743
Hotel Aman Imperial Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",27060,49200,Very good,8.3,284,Deluxe Double Room,2 single beds,N/A,N/A,No Metro,Free cancellation,N/A,1353
"Hotel Bricks, Karol Bagh, New Delhi","Karol bagh, New Delhi",34668,57780,Very good,8.2,968,Standard Double Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,1733
Hotel The Spot Near New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",9528,11210,Very good,8.5,8,Deluxe Double or Twin Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,476
Hotel Aura Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",21904,52152,Good,7.8,317,Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,N/A,N/A,1095
Hotel Worth - 1 Minute from Connaught Place & New Delhi Station,"Paharganj, New Delhi (Chandni Chowk)",183795,282762,Very good,8.3,588,Executive Triple Room,"2 beds (1 single, 1 double)",Breakfast included,N/A,Metro access,Free cancellation,N/A,33083
Hotel Cottage Yes Please New Delhi,"Paharganj, New Delhi (Chandni Chowk)",48015,87300,Very good,8.1,314,Superior family room- complimentary Fruit Basket,2 extra-large double beds,Breakfast included,Airport shuttle (free),Metro access,Free cancellation,N/A,8643
R Comfort Stay,"Central Delhi, New Delhi",8505,11340,Fabulous,8.7,9,Family Suite,"2 beds (1 single, 1 large double)",N/A,Free parking,No Metro,N/A,N/A,425
Hotel Satyam Near Ramakrishna Ashram metro,"Paharganj, New Delhi (Chandni Chowk)",8259,25810,N/A,0.0,0,Deluxe Triple Room,"2 beds (1 single, 1 extra-large double)",N/A,N/A,Metro access,Free cancellation,N/A,413
Just Renovated - Hotel Krishna Palace With Parking & Only 2 Mins Walk from Metro,"Paharganj, New Delhi (Chandni Chowk)",16160,20200,Very good,8.2,471,Superior Double Room,1 extra-large double bed,N/A,Free parking,Metro access,Free cancellation,N/A,808
Hotel Blue Pearl - Free Airport Pick up,"Paharganj, New Delhi (Chandni Chowk)",40068,57240,Very good,8.1,"3,422",Family Suite with free Airport pickup,2 double beds,Breakfast included,N/A,No Metro,Free cancellation,N/A,2003
Empire Suites - Luxury Collection Hotel,"Paharganj, New Delhi (Chandni Chowk)",22915,76383,Very good,8.1,181,Premium King Room,1 double bed,N/A,Free parking,No Metro,Free cancellation,N/A,1146
Hotel Emporio - Near New Delhi Railway Station - Paharganj,"Paharganj, New Delhi (Chandni Chowk)",11967,23935,Good,7.4,433,Comfort Triple Room,"2 beds (1 single, 1 extra-large double)",N/A,N/A,No Metro,Free cancellation,N/A,598
Hotel Pinky Villa - Heritage Boutique Suites- New Delhi,"Paharganj, New Delhi (Chandni Chowk)",41395,41395,Very good,8.3,691,Heritage Boutique Room,1 double bed,N/A,Free parking,Metro access,No prepayment needed – pay at the property,N/A,2070
The Leena International-Near Connaught Place & New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",52199,52199,Very good,8.5,211,Executive Triple Suite with Free Airport Pickup,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,Free cancellation,N/A,9396
Hotel Star Palace,"Paharganj, New Delhi (Chandni Chowk)",13498,14998,Exceptional,9.8,4,Twin Room,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,675
Hotel Atlantis Continental,"Paharganj, New Delhi (Chandni Chowk)",18938,27054,Very good,8.2,547,Deluxe Triple Room,Multiple bed types,N/A,Free parking,No Metro,Free cancellation,N/A,947
The Grand Uddhav,"Paharganj, New Delhi (Chandni Chowk)",32201,53669,Very good,8.5,"1,507",Deluxe Triple Room,2 single beds,N/A,Free parking,Metro access,N/A,N/A,1610
Hotel Neu Villa I Top Location Near Connaught Place and New Delhi Railway Stn,"Paharganj, New Delhi (Chandni Chowk)",23615,59038,Very good,8.5,212,Executive Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,Metro access,Free cancellation,N/A,1181
BLESS INN - Near Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",43200,54000,Very good,8.2,"1,486",Triple Suite Room,"2 beds (1 single, 1 extra-large double)",N/A,Free parking,Metro access,Free cancellation,N/A,2160
Hotel Star Villa - Front of NDLS Station & 1 Minute from Connaught Place & City Centre,"Paharganj, New Delhi (Chandni Chowk)",26797,66992,Very good,8.0,926,Triple Elegance Room,"2 beds (1 single, 1 double)",N/A,Airport shuttle (free),Metro access,Free cancellation,N/A,1340
"Hotel Grand Plaza-City Centre, 2 Minutes-Walking-From New Delhi Station BY M S HOSPITALITY","Paharganj, New Delhi (Chandni Chowk)",33838,84595,Superb,9.0,33,Executive Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,Free cancellation,N/A,1692
Hotel C G Newly Built 2 Mins From Connaught Place and Railway Station & 5 Mins From VFS Shivaji Stadium Metro Station,"Paharganj, New Delhi (Chandni Chowk)",11660,14575,Review score,6.6,18,Triple Room with Private Bathroom,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,N/A,N/A,583
Hotel Amar International,"Paharganj, New Delhi (Chandni Chowk)",10076,16794,Good,7.4,297,Family Room,"2 beds (1 double, 1 sofa bed)",N/A,N/A,No Metro,Free cancellation,N/A,504
"Hotel The Pearl, City Center - Traveler's Choice Award Winner for 2025","Paharganj, New Delhi (Chandni Chowk)",118039,149417,Very good,8.1,338,Presidential Room with Airport Pickup,"Private suite • 24 m²2 beds (1 extra-large double, 1 sofa bed)",Breakfast included,Free parking,No Metro,Free cancellation,N/A,21247
Hotel Guru Preet - Near to New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",25200,36000,Good,7.5,71,Deluxe Twin Room,"2 beds (1 single, 1 double)",N/A,N/A,No Metro,Free cancellation,N/A,1260
"HOTEL DAKHA INTERNATIONAL - Karol Bagh, New Delhi","Karol bagh, New Delhi",54349,54349,Very good,8.5,988,Deluxe Double or Twin Room,2 extra-large double beds,N/A,N/A,Metro access,Free cancellation,N/A,2717
Hotel Chanchal Deluxe - New Delhi Train Station,"Paharganj, New Delhi (Chandni Chowk)",22961,30614,Good,7.8,572,Family Room,2 double beds,N/A,Free parking,No Metro,Free cancellation,N/A,2222
Hotel De Hocks Deluxe - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",16097,45990,Good,7.9,302,Classic Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,Free cancellation,N/A,805
Hotel Citi Continental,"Karol bagh, New Delhi",40820,62800,Very good,8.1,34,Family Room,"2 beds (1 single, 1 large double)",N/A,Free parking,Metro access,Free cancellation,N/A,2041
Hotel Star Paradise,"Paharganj, New Delhi (Chandni Chowk)",7082,8235,Good,7.2,139,Basic Triple Room,"2 beds (1 single, 1 large double)",N/A,N/A,No Metro,Free cancellation,N/A,354
Hotel Siddharth A Boutique Guest House,"Paharganj, New Delhi (Chandni Chowk)",8547,10684,Good,7.2,433,Family Room - Non-View,1 large double bed,N/A,N/A,No Metro,Free cancellation,N/A,427
Hotel Shanti Villa- New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",18998,47494,Very good,8.2,120,Family Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,950
Hotel Tripple Tree - Near Ganga Ram & BLK Hospital - Karol Bagh,"Karol bagh, New Delhi",80024,150988,Fabulous,8.6,996,Standard Double Room,1 extra-large double bed,N/A,Free parking,No Metro,Free cancellation,N/A,4001
The IVY Grand Hotel - 5 Minutes from Connaught Place and New Delhi Railway Station With Free Secured Parking,"Paharganj, New Delhi (Chandni Chowk)",46917,101994,Fabulous,8.6,560,Family Room,"2 beds (1 single, 1 extra-large double)",N/A,Free parking,No Metro,Free cancellation,N/A,8445
Hotel Red Stone - 3 Mins from Railway Station and 5 Mins from Metro,"Paharganj, New Delhi (Chandni Chowk)",17136,33600,Good,7.9,12,Family Room with Bathroom,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,857
Le ROI Express Paharganj,"Paharganj, New Delhi (Chandni Chowk)",58699,58699,Very good,8.2,421,Superior Double Room,2 extra-large double beds,N/A,N/A,No Metro,N/A,N/A,2935
Hotel Oak Plaza Near Connaught Place & New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",25451,54150,Very good,8.3,94,Family Suite - Perfect For 3-4 Adults,"2 beds (1 single, 1 large double)",Breakfast included,Free parking,No Metro,N/A,N/A,1273
Prime Hotel Star View'Near RK ashram metro'5min from New Delhi railway station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",12875,16094,Good,7.0,110,Deluxe Double Room,1 large double bed,N/A,N/A,Metro access,Free cancellation,N/A,644
Hotel Baba Inn-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",25560,42600,Fabulous,8.7,120,Standard Double or Twin Room,2 double beds,N/A,N/A,No Metro,No prepayment needed – pay at the property,N/A,1278
The Raj at New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",11871,19147,Review score,6.4,336,Classic Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,Free cancellation,N/A,594
Hotel Ambience Just Near New Delhi Railway Station And Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",19158,30900,Very good,8.0,49,Triple Room with City View,"2 beds (1 single, 1 double)",N/A,N/A,Metro access,Free cancellation,N/A,958
"Hotel Krishna - By RCG Hotels, Centrally Located, New Delhi","Paharganj, New Delhi (Chandni Chowk)",21978,39960,Very good,8.3,"2,801",Premium Triple Room,"2 beds (1 single, 1 large double)",N/A,Free parking,No Metro,Free cancellation,N/A,1099
Hotel Star Plaza Paharganj,"Paharganj, New Delhi (Chandni Chowk)",13592,23846,Fabulous,8.7,21,Deluxe Room,1 double bed,N/A,Free parking,Metro access,Free cancellation,N/A,680
Hotel Roma Deluxe - New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",14825,14825,Review score,4.4,296,Executive Triple Room,"2 beds (1 single, 1 double)",N/A,Hot tub/Jacuzzi,No Metro,Free cancellation,N/A,741
Hotel Yes Please A Budget Friendly Guest House,"Paharganj, New Delhi (Chandni Chowk)",4716,4716,Review score,6.4,144,Triple Room with Private Bathroom,1 double bed,N/A,N/A,Metro access,No prepayment needed – pay at the property,N/A,236
Hotel Green in Nearby ISBT Kashmiri Gate,"Central Delhi, New Delhi",13114,16392,Review score,6.8,4,Double Room,2 double beds,N/A,N/A,No Metro,Free cancellation,N/A,656
Hotel Surya Plaza Near New Delhi Railway Station and Connaught Place,"Paharganj, New Delhi (Chandni Chowk)",21952,31360,Very good,8.4,41,Executive Triple Room,"2 beds (1 single, 1 double)",Breakfast included,N/A,Metro access,Free cancellation,N/A,1098
Hotel Red Stone Inn Walkable from New Delhi Railway Station,"Paharganj, New Delhi (Chandni Chowk)",27998,27998,Good,7.0,381,Family Room,2 double beds,N/A,N/A,Metro access,Free cancellation,N/A,1400
Hotel Mayfair Just a Minute Away From New Delhi Railway Station and Connaught place,"Paharganj, New Delhi (Chandni Chowk)",20736,43200,Very good,8.4,375,Family Suite,1 double bed,N/A,N/A,Metro access,Free cancellation,N/A,1037
Hotel Shri Vinayak in City Centre at New Delhi Railway Station-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",14625,22500,Very good,8.3,"1,996",Deluxe Triple Room,"2 beds (1 single, 1 large double)",N/A,Free parking,No Metro,No prepayment needed – pay at the property,N/A,731
Krishna Deluxe-By RCG Hotels,"Paharganj, New Delhi (Chandni Chowk)",22100,34000,Very good,8.4,"1,953",Premium Triple Room,"2 beds (1 single, 1 double)",N/A,Free parking,No Metro,Free cancellation,N/A,1105
"Hotel Vibe House, A Boutique Living Experience - Near Connaught Place & City Centre","Paharganj, New Delhi (Chandni Chowk)",54687,60763,Good,7.8,40,Premium Double Room,2 double beds,N/A,Free parking,Metro access,Free cancellation,N/A,2734
"Hotel Taksh inn, Near Karol Bagh, Metro Station","Karol bagh, New Delhi",29172,53040,Very good,8.5,15,Deluxe Double Room,2 large double beds,N/A,N/A,Metro access,Free cancellation,N/A,1459
"Hotel New Frontier, City Centre - 2 Mins from OLD Delhi Railway Station & Chandni Chowk","Chandni Chowk, New Delhi (Chandni Chowk)",26673,35096,Good,7.0,70,The Family Room,2 double beds,Breakfast included,Free parking,No Metro,Free cancellation,N/A,1334
"HOTEL UPTOWN with Luxury Restaurant & Rooftop Near Connaught Place, New Delhi City Centre","Paharganj, New Delhi (Chandni Chowk)",31950,71000,Very good,8.2,878,Family Suite With Window - Perfect For 3-4 Adults,"2 beds (1 single, 1 extra-large double)",N/A,N/A,Metro access,Free cancellation,N/A,1598
Hotel Gaylord International - New Delhi,"Paharganj, New Delhi (Chandni Chowk)",10080,14400,Review score,4.7,155,Standard Double Room with Fan,2 single beds,N/A,Free parking,No Metro,Free cancellation,N/A,504
